id;title;authors;date;description
9706221;'Classical Inhomogeneities in String Cosmology';'A. Buonanno, K.A. Meissner, C. Ungarelli, G. Veneziano';'Mon, 30 Jun 1997 18:20:28 +0200 (MET DST)   (30kb)';'   We generalize previous work on inhomogeneous pre-big bang cosmology by including the effect of non-trivial moduli and antisymmetric-tensor/axion fields. The general quasi-homogeneous asymptotic solution---as one approaches the big bang singularity from perturbative initial data---is given and its range of validity is discussed, allowing us to give a general quantitative estimate of the amount of inflation obtained during the perturbative pre-big bang era. The question of determining early-time ``attractors'' for generic pre-big bang cosmologies is also addressed, and a motivated conjecture is advanced. We also discuss S-duality-related features of the solutions, and speculate on the way an asymptotic T-duality symmetry may act on moduli space as one approaches the big bang. '
9706222;'Confinement in Covariant Gauges';'Martin Schaden, Alexander Rozenberg (New York University)';'Mon, 30 Jun 1997 12:20:53 -0400   (77kb)';'   We examine the weak coupling limit of Euclidean SU(n) gauge theory in covariant gauges. Following an earlier suggestion, an equivariant BRST-construction is used to define the continuum theory on a finite torus. The equivariant gauge fixing introduces constant ghost fields as moduli of the model. We study the parameter- and moduli- space perturbatively. For $n_f \leq n$ quark flavors, the moduli flow to a non-trivial fixed point in certain critical covariant gauges and the one-loop effective potential indicates that the global SU(n) color symmetry of the gauge fixed model is spontaneously broken to $U(1)^{n-1}$. Ward identities and renormalization group arguments imply that the longitudinal gauge boson propagator at long range is dominated by $n(n-1)$ Goldstone bosons in these critical covariant gauges. In the large $n$ limit, we derive a nonlinear integral equation for the expectation value of large Wilson loops assuming that the exchange of Goldstone bosons dominates the interaction at long range in critical covariant gauges. We find numerically that the expectation value of large circular Wilson loops decreases exponentially with the enclosed area in the absence of dynamical fermions. The gauge invariance of this mechanism for confinement in critical covariant gauges is discussed. '
9706223;'Large N WZW Field Theory Of N=2 Strings';'A. Jevicki, M. Mihailescu and J. P. Nunes';'Mon, 30 Jun 1997 16:43:32 -0400   (12kb)';'   We explore the quantum properties of self-dual gravity formulated as a large $N$ two-dimensional WZW sigma model. Using a non-trivial classical background, we show that a $(2,2)$ space-time is generated. The theory contains an infinite series of higher point vertices. At tree level we show that, in spite of the presence of higher than cubic vertices, the on-shell 4 and higher point functions vanish, indicating that this model is related with the field theory of closed N=2 strings. We examine the one-loop on-shell 3-point amplitude and show that it is ultra-violet finite. '
9706224;'Master Ward Identity for Nonlocal Symmetries in D=2 Principal Chiral';'Miao Li (Univ. of Chicago) and Yong-Shi Wu (Univ. of Utah)';'Mon, 30 Jun 1997 16:05:24 -0500 (CDT)   (11kb)';'   We derive, in path integral approach, the (anomalous) master Ward identity associated with an infinite set of nonlocal conservation laws in two-dimensional principal chiral models '
9706225;'Euclidean SYM Theories by Time Reduction and Special Holonomy Manifolds';'Matthias Blau, George Thompson';'Mon, 30 Jun 1997 23:47:20 +0200 (MET DST)   (19kb)';'   Euclidean supersymmetric theories are obtained from Minkowskian theories by performing a reduction in the time direction. This procedure elucidates certain mysterious features of Zumino's N=2 model in four dimensions, provides manifestly hermitian Euclidean counterparts of all non-mimimal SYM theories, and is also applicable to supergravity theories. We reanalyse the twists of the 4d N=2 and N=4 models from this point of view. Other applications include SYM theories on special holonomy manifolds. In particular, we construct a twisted SYM theory on Kaehler 3-folds and clarify the structure of SYM theory on hyper-Kaehler 4-folds. '
9706226;'F-theory, SO(32) and Toric Geometry';'Philip Candelas and Harald Skarke';'Mon, 30 Jun 1997 17:59:07 -0500 (CDT)   (16kb)';'   We show that the F-theory dual of the heterotic string with unbroken Spin(32)/Z_2 symmetry in eight dimensions can be described in terms of the same polyhedron that can also encode unbroken E_8\times E_8 symmetry. By considering particular compactifications with this K3 surface as a fiber, we can reproduce the recently found `record gauge group' in six dimensions and obtain a new `record gauge group' in four dimensions. Our observations relate to the toric diagram for the intersection of components of degenerate fibers and our definition of these objects, which we call `tops', is more general than an earlier definition by Candelas and Font. '
9707201;'New Tetrads for General Relativity';'G. Bimonte, R. Musto, A. Stern and P. Vitale';'Thu, 24 Jul 1997 15:25:12 +0200 (MET DST)   (14kb)';'   Using the tools of q--differential calculus and quantum Lie algebras associated to quantum groups, we find a one--parameter family of q-gauge theories associated to the quantum group $ISO_q(3,1)$. Although the gauge fields, that is the spin--connection and the vierbeins are non--commuting objects depending on a deformation parameter, $q$, it is possible to construct out of them a metric theory which is insensitive to the deformation. The Christoffel symbols and the Riemann tensor are ordinary commuting objects. Hence it is argued that torsionless Einstein's General Relativity is the common invariant sector of a one--parameter family of deformed gauge theories. '
9707202;'Duality Symmetries and Noncommutative Geometry of String Spacetime';'F. Lizzi and R.J. Szabo (Oxford)';'Thu, 24 Jul 1997 12:00:30 +0100 (BST)   (65kb)';'   We examine the structure of spacetime symmetries of toroidally compactified string theory within the framework of noncommutative geometry. Following a proposal of Frohlich and Gawedzki, we describe the noncommutative string spacetime using a detailed algebraic construction of the vertex operator algebra. We show that the spacetime duality and discrete worldsheet symmetries of the string theory are a consequence of the existence of two independent Dirac operators, arising from the chiral structure of the conformal field theory. We demonstrate that these Dirac operators are also responsible for the emergence of ordinary classical spacetime as a low-energy limit of the string spacetime, and from this we establish a relationship between T-duality and changes of spin structure of the target space manifold. We study the automorphism group of the vertex operator algebra and show that spacetime duality is naturally a gauge symmetry in this formalism. We show that classical general covariance also becomes a gauge symmetry of the string spacetime. We explore some larger symmetries of the algebra in the context of a universal gauge group for string theory, and connect these symmetry groups with some of the algebraic structures which arise in the mathematical theory of vertex operator algebras, such as the Monster group. We also briefly describe how the classical topology of spacetime is modified by the string theory, and calculate the cohomology groups of the noncommutative spacetime. A self-contained, pedagogical introduction to the techniques of noncommmutative geometry is also included. '
9707203;'Flat Symplectic Bundles of N-Extended Supergravities, Central Charges';'L. Andrianopoli, R. D'Auria and S. Ferrara';'Thu, 24 Jul 1997 14:22:02 GMT+1   (40kb)';'   In these lectures we give a geometrical formulation of N-extended supergravities which generalizes N=2 special geometry of N=2 theories. In all these theories duality symmetries are related to the notion of "flat symplectic bundles" and central charges may be defined as "sections" over these bundles. Attractor points giving rise to "fixed scalars" of the horizon geometry and Bekenstein-Hawking entropy formula for extremal black-holes are discussed in some details. '
9707204;'Bose Symmetry and Chiral Decomposition of 2D Fermionic Determinants';'E.M.C. de Abreu, R. Banerjee and C.Wotzasek';'Thu, 24 Jul 1997 11:28:16 -0300   (11kb)';'   We show in a precise way, either in the fermionic or its bosonized version, that Bose symmetry provides a systematic way to carry out the chiral decomposition of the two dimensional fermionic determinant. Interpreted properly, we show that there is no obstruction of this decomposition to gauge invariance, as is usually claimed. Finally, a new way of interpreting the Polyakov-Wiegman identity is proposed. '
9707205;'D-brane Analyses for BPS Mass Spectra and U-duality';'Yuji Sugawara, Katsuyuki Sugiyama';'Fri, 25 Jul 1997 00:10:59 +0900   (44kb)';'   We give a confirmation of U-duality of type II superstring by discussing mass spectrum of the BPS states. We first evaluate the mass spectrum of BPS solitons with one kind of R-R charges. Our analysis is based on the 1-loop effective action of D-brane, which is known as ``Dirac-Born-Infeld (DBI) action'', and the fact that BPS states correspond to the SUSY cycles with minimal volumes. We show the mass formula derived in this manner is completely fitted with that given by U-duality. We further discuss the cases of BPS solitons possessing several kinds of R-R charges. These are cases of ``intersecting D-branes'', which cannot be described by simple DBI actions. We claim that, in these cases, higher loop corrections should be incorporated as binding energies between the branes. It is remarkable that the summation of the contributions from all loops reproduces the correct mass formula predicted by U-duality. '
9707206;'Analytic Continuation of Operators -- operators acting complex s-times';'S. C. Woon (DAMTP, Cambridge)';'Thu, 24 Jul 1997 15:40:10 MDT   (97kb)';'   We are used to thinking of an operator acting once, twice, and so on. However, an operator acting integer times can be consistently analytic continued to an operator acting complex times. Applications: (s,r) diagrams and an extension of Fractional Calculus where commutativity of fractional derivatives is preserved, generating integrals and non-standard derivations of theorems in Number Theory, non-integer power series and breaking of Leibniz and Chain rules, pseudo-groups and symmetry deforming models in particle physics and cosmology, non-local effect in analytic continued matrix representations, particle-physics-like scatterings of zeros of analytic continued Bernoulli polynomials (physics/9705021), analytic continuation of operators in QM, QFT and Strings. '
9707207;'Spectrum-generating Symmetries for BPS Solitons';'E. Cremmer, H. Lu, C.N. Pope and K.S. Stelle';'Thu, 24 Jul 1997 12:02:27 -0500   (28kb)';'   We show that there exist nonlinearly realised duality symmetries that are independent of the standard supergravity global symmetries, and which provide active spectrum-generating symmetries for the fundamental BPS solitons. The additional ingredient, in any spacetime dimension, is a single scaling transformation that allows one to map between BPS solitons with different masses. Without the inclusion of this additional transformation, which is a symmetry of the classical equations of motion, but not the action, it is not possible to find a spectrum-generating symmetry. The necessity of including this scaling transformation highlights the vulnerability of duality multiplets to quantum anomalies. We argue that fundamental BPS solitons may be immune to this threat. '
9707208;'On the M-theory description of gaugino condensation';'I. Antoniadis and M. Quiros';'Thu, 24 Jul 1997 19:38:58 +0200   (13kb)';'   We present an additional test of the recent proposal for describing supersymmetry breaking due to gaugino condensation in the strong coupling regime, by a Scherk-Schwarz mechanism on the eleventh dimension of M-theory. An analysis of supersymmetric transformations in the infinite-radius limit reveals the presence of a discontinuity in the spinorial parameter, which coincides with the result found in the presence of gaugino condensation. The condensate is then identified with the quantized parameter entering the modification of the Scherk-Schwarz boundary conditions. This mechanism provides an alternative perturbative explanation of the gauge hierarchy that determines the scale of low-energy supersymmetry breaking in terms of the unification gauge coupling '
9707209;'Algebraic Renormalization: perturbative twisted considerations on';'F. Fucito, A. Tanzini, L.C.Q.Vilar, O. S. Ventura, C.A.G. Sasaki and';'Thu, 24 Jul 1997 16:17:09 -0300   (37kb)';'   Lectures given at the First School on Field Theory and Gravitation, Vit\'{o}ria, Esp\'{\i}rito Santo, Brazil, 15-19 April, 1997. '
9707210;'Duality between Topologically Massive and Self-Dual models';'J. C. Le Guillou, E. F. Moreno, C. Nunez and F.A. Schaposnik';'Thu, 24 Jul 1997 13:28:53 MDT   (9kb)';'   We show that, with the help of a general BRST symmetry, different theories in 3 dimensions can be connected through a fundamental topological field theory related to the classical limit of the Chern-Simons model. '
9707211;'The Even and the Odd Spectral Flows on the N=2 Superconformal Algebras';'Beatriz Gato-Rivera';'Thu, 24 Jul 1997 22:03:48 +0200   (14kb)';'   There are two different spectral flows on the N=2 superconformal algebras (four in the case of the Topological algebra). The usual spectral flow, first considered by Schwimmer and Seiberg, is an even transformation, whereas the spectral flow previously considered by the author and Rosado is an odd transformation. We show that the even spectral flow is generated by the odd spectral flow, and therefore only the latter is fundamental. We also analyze thoroughly the four ``topological'' spectral flows, writing two of them here for the first time. Whereas the even and the odd spectral flows have quasi-mirrored properties acting on the Antiperiodic or the Periodic algebras, the topological even and odd spectral flows have drastically different properties acting on the Topological algebra. The other two topological spectral flows have mixed even and odd properties. We show that the even and the even-odd topological spectral flows are generated by the odd and the odd-even topological spectral flows, and therefore only the latter are fundamental. '
9707212;'Singular Yukawa and gauge couplings in d=4 Heterotic String Vacua';'Matthias Klein, Jan Louis';'Thu, 24 Jul 1997 22:46:02 +0200 (MET DST)   (20kb)';'   In this paper we discuss the singularities in the Yukawa and gauge couplings of N=1 compactifications of the SO(32) heterotic string in four space-time dimensions. Such singularities can arise from the strong coupling dynamics of a confined non-perturbative gauge group. '
9707213;'On the critical behaviour of hermitean f-matrix models in the double';'S. Balaska, J. Maeder, W. Ruehl';'Fri, 25 Jul 1997 11:21:06 +0200 (MES)   (16kb)';'   An algorithm for the isolation of any singularity of f-matrix models in the double scaling limit is presented. In particular it is proved by construction that only those universality classes exist that are known from 2-matrix models. '
9707214;'Metrics on D-brane Orbifolds';'Michael R. Douglas and Brian R. Greene';'Fri, 25 Jul 97 05:44:09 -0400   (15kb)';'   We calculate the metric on the D-brane vacuum moduli space for backgrounds of the form C^3/Gamma for cyclic groups Gamma. In the simplest procedure --- starting with a flat ``seed'' metric on the covering space --- we find that the resulting D-brane metric is not Ricci-flat. We argue that this is likely to be true of the true 0-brane metric at weak string coupling. '
9707215;'Superstrings with new supersymmetry in (9,2) and (10,2) dimensions';'Itzhak Bars and Cemsinan Deliduman';'Fri, 25 Jul 97 12:46:39 +0200   (16kb)';'   We construct superstring theories that obey the new supersymmetry algebra {Q_a , Q_b}=\gamma_{ab}^{mn} P_{1m} P_{2n}, in a Green-Schwarz formalism, with kappa supersymmetry also of the new type. The superstring is in a system with a superparticle so that their total momenta are $P_{2n},P_{1m}$ respectively. The system is covariant and critical in (10,2) dimensions if the particle is massless and in (9,2) dimensions if the particle is massive. Both the superstring and superparticle have coordinates with two timelike dimensions but each behaves effectively as if they have a single timelike dimension. This is due to gauge symmetries and associated constraints. We show how to generalize the gauge principle to more intricate systems containing two parts, 1 and 2. Each part contains interacting constituents, such as p-branes, and each part behaves effectively as if they have one timelike coordinate, although the full system has two timelike coordinates. The examples of two superparticles, and of a superparticle and a superstring, discussed in more detail are a special cases of such a generalized interacting system. '
9707216;'Kinematics and uncertainty relations of a quantum test particle in a';'P. Kuusk, J. Ord';'Fri, 25 Jul 1997 06:17:56 MDT   (7kb)';'   A possible model for quantum kinematics of a test particle in a curved space-time is proposed. Every reasonable neighbourhood V_e of a curved space-time can be equipped with a nonassociative binary operation called the geodesic multiplication of space-time points. In the case of the Minkowski space-time, left and right translations of the geodesic multiplication coincide and amount to a rigid shift of the space-time x->x+a. In a curved space-time infinitesimal geodesic right translations can be used to define the (geodesic) momentum operators. The commutation relations of position and momentum operators are taken as the quantum kinematic algebra. As an example, detailed calculations are performed for the space-time of a weak plane gravitational wave. The uncertainty relations following from the commutation rules are derived and their physical meaning is discussed. '
9707217;'Algebraic Aspects of Matrix Theory on T^d';'S. Elitzur, A. Giveon, D. Kutasov, E. Rabinovici';'Fri, 25 Jul 1997 14:31:11 +0200   (21kb)';'   We study the exceptional U duality group $E_d$ of M-theory compactified on a d-torus and its representations using Matrix theory. We exhibit the $E_d$ structure and show that p-branes wrapped or unwrapped around the longitudinal direction form representations of the U duality group together with other, more mysterious, states. '
9707218;'Left and right handedness of fermions and bosons';'Norma Mankoc Borstnik, Anamarija Borstnik';'Fri, 25 Jul 1997 14:59:45 +0001   (18kb)';'   It is shown, by using Grassmann space to describe the internal degrees of freedom of fermions and bosons, that the Weyl like equation exists not only for massless fermions but also for massless gauge bosons. The corresponding states have well defined helicity and handedness. It is shown that spinors and gauge bosons of the same handedness only interact. '
9707221;'Quantum Fields at Any Time';'C. G. Torre (Utah State U.) and M. Varadarajan (Raman Research';'Fri, 25 Jul 1997 10:03:49 -0600 (MDT)   (27kb)';'   The canonical quantum theory of a free field using arbitrary foliations of a flat two-dimensional spacetime is investigated. It is shown that dynamical evolution along arbitrary spacelike foliations is unitarily implemented on the same Fock space as that associated with inertial foliations. It follows that the Schrodinger picture exists for arbitrary foliations as a unitary image of the Heisenberg picture for the theory. An explicit construction of the Schrodinger picture image of the Heisenberg Fock space states is provided. The results presented here can be interpreted in terms of a Dirac constraint quantization of parametrized field theory. In particular, it is shown that the Schrodinger picture physical states satisfy a functional Schrodinger equation which includes a slice-dependent c-number quantum correction, in accord with a proposal of Kuchar. The spatial diffeomorphism invariance of the Schrodinger picture physical states is established. Fundamental difficulties arise when trying to generalize these results to higher-dimensional spacetimes. '
9707222;'Calculable e^{-1/\lambda} Effects';'I. Antoniadis, B. Pioline and T.R. Taylor';'Fri, 25 Jul 1997 10:59:08 MDT   (21kb)';'   We identify and evaluate a class of physical amplitudes in four-dimensional N=4 superstring theory, which receive, in the weak coupling limit, contributions of order e^{-1/\lambda}, where \lambda is the type II superstring coupling constant. They correspond to four-derivative \Ftilde_1 interaction terms involving the universal type II dilaton supermultiplet. The exact result, obtained by means of a one-loop computation in the dual heterotic theory compactified on T^6, is compared with the perturbation theory on the type II side, and the e^{-1/\lambda} contributions are associated to non-perturbative effects of Euclidean solitons (D-branes) wrapped on K3 x T^2. The ten-dimensional decompactification limit on the type IIB side validates the recent conjecture for the D-instanton-induced R^4 couplings. '
9707223;'Gaugino Condensation, Moduli Potentials and Supersymmetry Breaking in';'Zygmunt Lalak and Steven Thomas';'Fri, 25 Jul 1997 17:59:37 MDT   (21kb)';'   We derive the explicit form, and discuss some properties of the moduli dependent effective potential arising from M-theory compactified on $M_4 \times X\times S^1 / Z_2 $, when one of the boundaries supports a strongly interacting gauge sector and induces gaugino condensation. We discuss the relation between the explicit gaugino condensate and effective superpotential formulations and find interesting differences with respect to the situation known from the weakly coupled heterotic string case. The moduli dependence of the effective potential turns out to be more complicated than expected, and perhaps offers new clues to the stabilization problem. '
9707224;'Gravitational Couplings and $Z_2$ Orientifolds';'Keshav Dasgupta, Dileep P. Jatkar, Sunil Mukhi';'Sun, 27 Jul 1997 15:20:13 +0530   (21kb)';'   The interplay between gravitational couplings on branes and the occurrence of fractional flux in low dimensional orientifolds is examined. It is argued that gravitational couplings need to be assigned not only to D-branes but also to orientifold planes. The fractional charges of the orientifold $d$-planes can be understood in terms of flux quantization of the $d-3$ form potential and modified Bianchi identities. Detailed results are presented for the case of the type IIB orientifold on $T^6/Z_2$, which is dual to F-theory on a complex 4-fold with terminal singularities. '
9707225;'Wrapped M-branes and Three-dimensional Topologies';'Christof Schmidhuber';'Mon, 28 Jul 1997 08:38:47 +0200   (23kb)';'   The three-dimensional topologies of the membrane of M-theory can be constructed by performing Dehn surgery along knot lines. We investigate membranes wrapped around a circle and the correponding subset of topologies (Seifert manifolds). The knot lines are interpreted as magnetic flux tubes in an XY model coupled to Maxwell theory. In this model the eleventh dimension of M-theory gets ``eaten'' by the world-brane metric. There is argued to be a second-order phase transition at a critical value of the string coupling constant. The topology fluctuations that correspond to the knot lines are irrelevant in one phase while they condense in the other phase. '
9707226;'Geometrical approach to duality in N=1 supersymmetric theories';'Ph Brax, C. Grojean and C.A. Savoy';'Mon, 28 Jul 1997 09:48:51 +0200 (MET DST)   (12kb)';'   We investigate the geometry of the moduli spaces of dual electric and magnetic N=1 supersymmetric field theories. Using the SU(N_c) gauge group as a guideline we show that the electric and magnetic moduli spaces coincide for a suitable choice of the Kahler potential of the magnetic theory. We analyse the Kahler structure of the dual moduli spaces. '
9707227;'Generalized Conformal Symmetry and Extended Objects from the Free';'M. Calixto, V. Aldaya, and J. Guerrero';'Mon, 28 Jul 1997 13:27:10 +0200 (MET DST)   (23kb)';'   The algebra of linear and quadratic functions of basic observables on the phase space of either the free particle or the harmonic oscillator possesses a finite-dimensional anomaly. The quantization of these systems outside the critical values of the anomaly leads to a new degree of freedom which shares its internal character with spin, but nevertheless features an infinite number of different states. Both are associated with the transformation properties of wave functions under the Weyl-symplectic group $WSp(6,\Re)$. The physical meaning of this new degree of freedom can be established, with a major scope, only by analysing the quantization of an infinite-dimensional algebra of diffeomorphisms generalizing string symmetry and leading to more general extended objects. '
9707228;'D-branes and Matrix Theory in Curved Space';'Michael R. Douglas';'Mon, 28 Jul 97 10:14:33 -0400   (21kb)';'   We discuss the relation between supersymmetric gauge theory of branes and supergravity; as it was discovered in D-brane physics, and as it appears in Matrix theory, with emphasis on motion in curved backgrounds. We argue that gauged sigma model Lagrangians can be used as definitions of Matrix theory in curved space. Lecture given at Strings '97; June 20, 1997. '
9707229;'On the Three-Point Couplings in Toda Field Theory';'T. Fujiwara, H. Igarashi and Y. Takimoto (Ibaraki Univ.)';'Mon, 28 Jul 97 17:28:10 JST   (8kb)';'   Correlation functions of Toda field vertices are investigated by applying the method of integrating zero-mode developed for Liouville theory. We generalize the relations among the zero-, two- and three-point couplings known in Liouville case to arbitrary Toda theories. Two- and three-point functions of Toda vertices associated with the simple roots are obtained. '
9707231;'Lattice Discretization in Quantum Scattering';'Sadhan K. Adhikari, T. Frederico and R. M. Marinho';'Mon, 28 Jul 1997 12:15:08 EDT   (8kb)';'   The utility of lattice discretization technique is demonstrated for solving nonrelativistic quantum scattering problems and specially for the treatment of ultraviolet divergences in these problems with some potentials singular at the origin in two and three space dimensions. This shows that lattice discretization technique could be a useful tool for the numerical solution of scattering problems in general. The approach is illustrated in the case of the Dirac delta function potential. '
9707232;'Hyperk\"ahler Manifolds and Multiply Intersecting Branes';'G. W. Gibbons';'Mon, 28 Jul 97 18:06:17 BST   (9kb)';'   This is a summary of the work in the author's recent paper with this title written with Jerome Gauntlett, George Papadopoulos and Paul Townsend, hep-th/9702202. We showed how to construct hyper-K\"ahler 8-metrics in terms of arrangements of three-dimensional hyperplanes in six-dimensional euclidean space. The slopes of the planes define two relatively prime integers $(p,q)$. Under reduction to ten dimensions and T-duality we get a geometric picture of the action of $SL(2,Z)$ on the $(NS \otimes NS,q R \otimes R)$ 5-branes of type IIB string theory. Configurations are exhibited with $3 \over 16$'th SUSY. '
9707233;'Colliding Axion-Dilaton Plane Waves from Black Holes';'Patricia Schwarz';'Mon, 28 Jul 1997 17:37:40 MDT   (348kb)';'   The colliding plane wave metric discovered by Ferrari and Iba\~{n}ez to be locally isometric to the interior of a Schwarzschild black hole is extended to the case of general axion-dilaton black holes. Because the transformation maps either black hole horizon to the focal plane of the colliding waves, this entire class of colliding plane wave spacetimes only suffers from the formation of spacetime singularities in the limits where the inner horizon itself is singular, which occur in the Schwarzschild and dilaton black hole limits. The supersymmetric limit corresponding to the extreme axion-dilaton black hole yields the Bertotti-Robinson metric with the axion and dilaton fields flowing to fixed constant values. The maximal analytic extension of this metric across the Cauchy horizon yields a spacetime in which two sandwich waves in a cylindrical universe collide to produce a semi-infinite chain of Reissner-Nordstrom-like wormholes. The focussing of particle and string geodesics in this spacetime is explored. '
9707234;'Variational Approach to Quantum Field Theory: Gaussian Approximation and';'Jae Hyung Yee (Yonsei Univ.)';'Tue, 29 Jul 1997 16:42:59 +0900 (KST)   (26kb)';'   The functional Schrodinger picture formulation of quantum field theory and the variational Gaussian approximation method based on the formulation are briefly reviewed. After presenting recent attempts to improve the variational approximation, we introduce a new systematic method based on the background field method, which enables one to compute the order-by-order correction terms to the Gaussian approximation of the effective action. '
9707235;'On duality and reflection factors for the sinh-Gordon model';'E Corrigan (University of Durham, UK)';'Tue, 29 Jul 1997 22:11:50 +0900 (JST)   (14kb)';'   The sinh-Gordon model with integrable boundary conditions is considered in low order perturbation theory. It is pointed out that results obtained by Ghoshal for the sine-Gordon breather reflection factors suggest an interesting dual relationship between models with different boundary conditions. Ghoshal's formula for the lightest breather is checked perturbatively to $O(\beta^2)$ in the special set of cases in which the $\phi\to -\phi$ symmetry is maintained. It is noted that the parametrisation of the boundary potential which is natural for the semi-classical approximation also provides a good parametrisation at the `free-fermion' point. '
9707236;'N = 1, D = 6 Supergravity: Duality and non Minimal Couplings';'Gianguido Dall'Agata and Kurt Lechner';'Tue, 29 Jul 1997 13:19:34 +0100   (25kb)';'   In this paper we present a superspace formulation of $N = 1, D = 6$ supergravity with one tensor-multiplet and an arbitrary number of vector- and hypermultiplets, in which the bosonic abelian superforms of the theory, the dilaton, the abelian gauge fields and the two-form are replaced by their S-duals i.e. four, three and two-superforms respectively, in compatibility with supersymmetry. As usual this replacement interchanges Bianchi identities with equations of motion. This formulation holds in the presence of one tensor multiplet and arbitrary numbers of hypermultiplets and abelian super-Maxwell multiplets if all couplings are minimal. We determine the consistency conditions for non-minimal couplings in $N = 1$, $D = 6$ supergravity, for which we present a particularly significant solution, namely the one associated with the Chern-Simons-Lorentz three-form which entails the Green-Schwarz anomaly cancellation mechanism. In the case of non minimal couplings it is found that the gauge fields and the two-form can still be dualized while the dilaton has to remain a zero-form. '
9707237;'Modular Invariance on the Torus and Abelian Chern-Simons Theory';'J. Guerrero, M. Calixto and V. Aldaya';'Tue, 29 Jul 1997 13:17:55 +0200 (MET DST)   (27kb)';'   The implementation of modular invariance on the torus as a phase space at the quantum level is discussed in a group-theoretical framework. Unlike the classical case, at the quantum level some restrictions on the parameters of the theory should be imposed to ensure modular invariance. Two cases must be considered, depending on the cohomology class of the symplectic form on the torus. If it is of integer cohomology class $n$, then full modular invariance is achieved at the quantum level only for those wave functions on the torus which are periodic if $n$ is even, or antiperiodic if $n$ is odd. If the symplectic form is of rational cohomology class $\frac{n}{r}$, a similar result holds --the wave functions must be either periodic or antiperiodic on a torus $r$ times larger in both direccions, depending on the parity of $nr$. Application of these results to the Abelian Chern-Simons is discussed. '
9707238;'Supergravity with a Noninvertible Vierbein';'N. Dragon, H. Guenther and U. Theis (Institut fuer Theoretische';'Tue, 29 Jul 1997 15:45:48 +0200 (MET DST)   (9kb)';'   We show that there is no off-shell Palatini formulation of minimal supergravity. Nonetheless, we have been able to generalize the multiplet and Lagrangians of this theory to the case of vanishing determinant of the vierbein. Unfortunately, the requirement of regularity does not single out a unique action. '
9707239;'The Running Gravitational Couplings';'Djamel Dou and Roberto Percacci';'Tue, 29 Jul 1997 17:43:54 +0200 (MET_DST)   (21kb)';'   We compute the running of the cosmological constant and Newton's constant taking into account the effect of quantum fields with any spin between 0 and 2. We find that Newton's constant does not vary appreciably but the cosmological constant can change by many orders of magnitude when one goes from cosmological scales to typical elementary particle scales. In the extreme infrared, zero modes drive the cosmological constant to zero. '
9707240;'Nonlinear realizations of superconformal and W algebras as embeddings of';'S. Bellucci, V. Gribanov, E. Ivanov, S. Krivonos, A. Pashnev';'Tue, 29 Jul 1997 19:01:49 +0200   (20kb)';'   We propose a simple method for constructing representations of (super)conformal and nonlinear W-type algebras in terms of their subalgebras and corresponding Nambu-Goldstone fields. We apply it to N=2 and N=1 superconformal algebras and describe in this way various embeddings of strings and superstrings for which these algebras and their subalgebras define world-sheet symmetries. Besides reproducing the known examples, we present some new ones, in particular an embedding of the bosonic string with additional U(1) affine symmetry into N=2 superstring. We also apply our method to the nonlinear $W_3^{(2)}$ algebra and demonstrate that the linearization procedure worked out for it some time ago gets a natural interpretation as a kind of string embedding. All these embeddings include the critical ones as particular cases. '
9707241;'An ansatz for a non-perturbative four-graviton amplitude in type IIB';'J.G. Russo';'Tue, 29 Jul 1997 19:30:29 +0200 (METDST)   (10kb)';'   A natural SL(2,Z) invariant generalization of the Veneziano amplitude in type IIB superstring theory is investigated. It includes certain perturbative and non-perturbative (D-instanton) contributions, and it reduces to the correct expressions in different limits. The singularities are poles in the $s$-$t$-$u$ channels, corresponding to the exchange of particles with a mass spectrum coinciding with that of $(p,q)$ string states. We describe the general structure of the associated perturbative corrections to the effective action. '
9707243;'A Note on a Class of Cosmological String Backgrounds';'B. Andreas';'Tue, 29 Jul 97 23:16:22 METDST   (8kb)';'   We study a class of four dimensional, anisotropic string backgrounds and analyse their expansion and singularity structure. In particular we will see how O(3,3) duality acts on this class. '
9707244;'Confinement and Strings in MQCD';'Amihay Hanany, Matthew J. Strassler and Alberto Zaffaroni';'Tue, 29 Jul 1997 19:36:43 MDT   (112kb)';'   We study aspects of confinement in the M theory fivebrane version of QCD (MQCD). We show heavy quarks are confined in hadrons (which take the form of membrane-fivebrane bound states) for N=1 and softly broken N=2 SU(Nc) MQCD. We explore and clarify the transition from the exotic physics of the latter to the standard physics of the former. In particular, the many strings and quark-antiquark mesons found in N=2 field theory by Douglas and Shenker are reproduced. It is seen that in the N=1 limit all but one such meson disappears while all of the strings survive. The strings of softly broken N=2, N=1, and even non-supersymmetric SU(Nc) MQCD have a common ratio for their tensions as a function of the amount of flux they carry. We also comment on the almost BPS properties of the Douglas-Shenker strings and discuss the brane picture for monopole confinement on N=2 QCD Higgs branches. '
